node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,sunshine_duration,uv_index_max,precipitation_sum,snowfall_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
3,2025-01-05 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-2.5305,-6.7305,-4.9075837,27655.836,2.25,0.0,0.0,0.0,0.0,2.0,27.231804,64.439995
3,2025-01-06 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-4.8305,-9.2305,-6.9430003,64.254,1.45,0.0,0.0,0.0,0.0,2.0,18.847641,29.16
3,2025-01-07 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-4.6305003,-8.3805,-6.8075843,20974.355,1.95,0.6,0.35,0.1,6.0,4.0,22.45315,42.839996
3,2025-01-08 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-7.2305,-10.2805,-8.347166,18158.705,2.1,0.0,0.0,0.0,0.0,3.0,21.611996,40.68
4,2025-01-01 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,5.689,0.18900001,2.5035832,6246.9165,1.05,3.6000001,0.91,2.3,8.0,65.0,26.525429,52.199997
4,2025-01-02 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,0.439,-2.761,-0.61308336,12738.941,1.85,0.5,0.28,0.099999994,2.0,13.0,28.460497,56.88
4,2025-01-03 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-0.911,-3.261,-2.3193333,3129.352,1.7,0.0,0.0,0.0,0.0,18.0,28.880886,53.28
4,2025-01-04 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-3.161,-5.911,-4.6422496,27641.973,1.9,0.0,0.0,0.0,0.0,7.0,32.67285,67.32
4,2025-01-05 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-2.361,-6.711,-4.7130833,27608.922,2.25,0.0,0.0,0.0,0.0,2.0,27.859905,64.799995
4,2025-01-06 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-4.711,-8.711,-6.5443325,308.11087,1.45,0.0,0.0,0.0,0.0,2.0,18.58451,29.16
4,2025-01-07 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-4.061,-7.811,-6.190167,15335.363,1.95,0.2,0.14,0.0,2.0,5.0,23.936617,42.48
4,2025-01-08 04:00:00+00:00,3,"[137, 10, 3]",42.951460000000004,-78.7588881,-6.411,-9.011001,-7.6735005,21685.037,2.1,0.0,0.0,0.0,0.0,3.0,22.38378,42.839996
10,2025-01-01 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,5.65,0.2,2.54375,4798.0356,1.05,4.0,0.84000003,2.8,8.0,65.0,26.478973,51.48
10,2025-01-02 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,0.45,-2.75,-0.59374994,13777.905,1.85,0.4,0.21000001,0.10000001,2.0,13.0,28.241077,56.16
10,2025-01-03 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,-1.1,-3.4,-2.4125,3045.0693,1.7,0.0,0.0,0.0,0.0,18.0,29.598919,54.0
10,2025-01-04 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,-3.2,-6.1,-4.779166,25520.762,1.9,0.0,0.0,0.0,0.0,7.0,32.409996,66.96
10,2025-01-05 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,-2.65,-6.6,-4.845834,27692.377,2.25,0.0,0.0,0.0,0.0,2.0,27.943512,64.439995
10,2025-01-06 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,-4.95,-9.05,-6.889583,1058.2068,1.45,0.0,0.0,0.0,0.0,2.0,18.58451,29.16
10,2025-01-07 04:00:00+00:00,11,"[34, 3, 4, 9, 42, 108, 109, 85, 53, 124]",42.933947052421814,-78.76326153507382,-4.55,-8.2,-6.460417,22432.41,1.95,0.1,0.07,0.0,1.0,5.0,23.313995,42.12
